Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
210,Blue Spring Ride,6.5,7.65,-1.15,"411,676",18.98%,-1.34,Normal,Completed,Production I.G,Summer,2014,Manga,Ai Yoshimura,12,04/02/2022,No,Moody kids ride the waves,*in Themes 8,"Kou is overly moody and his backstory took so long to be revealed that all hope was lost. He was a dick with an occasional nice streak. Other than MC, they sucked","Comedy felt forced, but overall, the story was fine. The moments that were setup weren't bad. Instead, it was the chars that failed the show",Pretty boring,Thought they'd use the pastel look the entire time. Was disappointed,Nothing that I can remember,,"Kou was just insufferable and the rest of the cast felt like they had there own arcs that didn't have any sense of movement or conclusion, just setup. I guess the MC had a pretty okay arc. But Kou just acted creepy by touching the MC all over and talked like a pompous dick. It made it hard to care for his drama. The story is soundly written, but the chars were so unrelatable. Serious moments came off as cringeworthy and it just took itself way too seriously. No longer was a lighthearted romance and got stale",,,
140,Waiting in the Summer,6,7.47,-1.47,"152,209",7.02%,-1.54,Normal,Completed,J.C. Staff,Winter,2012,Original,Tatsuyuki Nagai,12,25/12/2020,No,"Stale characters, cute plot",*in Themes 1,Only Mio had an interesting character. Everyone else seemed defined by their one-sided relationship. Made for uninteresting story and theme tie-ins,"Basic and almost unnecessary with the alien sideplot. It didn't add much to the theme or characters. Overall, it was passible",Didn't take advantage of anything. Seemed standard,Average. Nothing to praise or knock,"Op was fine, but the rest was mostly eh",,"As much as I don't wan't to compare it to other shows, I just couldn't ignore how similar it was while also failing to deliver enticing characters",,,
56,The God of High School,6,7.05,-1.05,"296,521",13.67%,-1.19,Normal,Completed,MAPPA,Summer,2020,Web Manga,Seong-Hu Park,13,17/10/2020,No,"YES Action, no substance",None,,,,,,,,,,
127,Strawberry Marshmallow,6,7.67,-1.67,"28,043",1.29%,-1.69,Normal,Completed,Daume,Summer,2005,4-koma Manga,Takuya Satou,17,17/12/2020,No,"Laidback, but annoying",find happiness in the everyday,"Characters felt bland, and the ones that did have a semblance of personality were over-the-top annoying","Not much to the stories, but they felt repititive. Lacked the sense of childish wonder",Appropriate for the show,Left something to be desired,One Ed was pretty good,,,,,
59,Rent-a-Girlfriend,6,7.37,-1.37,"330,469",15.23%,-1.52,Normal,Completed,TMS Entertainment,Summer,2020,Manga,Kazuomi Koga,12,07/10/2020,No,"Frustrating cliches, predicatable",*in Themes 1,,,,,,,,,,
60,Plastic Memories,6,7.93,-1.93,"346,194",15.96%,-2.09,Normal,Completed,Doga Kobo,Spring,2015,Original,Yoshiyuki Fujiwara,13,03/08/2020,Welled Up,Shallow relationships in a drama,,,,,,,,,,,
36,My Next Life Life as a Villainess,6,7.48,-1.48,"137,979",6.36%,-1.54,Normal,On-Hold,SILVER LINK,Spring,2020,Light Novel,Keisuke Inoue,12,01/01/2020,No,Too random to enjoy thoroughly,,,,,,,season 2 - dropped,,,,
2,Irregular at Magic High School,6,7.49,-1.49,"437,154",20.15%,-1.69,Normal,In Progress,Madhouse,Spring,2014,Light Novel,Manabu Ono,26,01/01/2015,No,Incestual power creep,,,,,,,season 2 - 2020,,,,
340,Hotarubi no Mori e,6,8.34,-2.34,"366,977",16.92%,-2.51,Overrated,Completed,Brain's Base,Fall,2011,Manga,Takahiro Oomori,1,29/08/2021,No,"Dull, slow, and uneventful hype",Love isn't possible without the warmth and touch of another,"The MCs are just boring. The main girl shows signs of being a tough, straightforward person, but it doesn't shine enough. And Gin is just boring","Interesting premise, but so much nothing happens that I'm left kinda disappointed. Also, background exposition dump was BORING",The mountains didn't really seem to have much char. The spirits' home was suprisingly boring,"Not great. Kinda boring, especially for a movie",Not much here,,"Chars are boring, story doesn't really go anywhere, and the ending is so stupid. It happens so quick that it was kinda anticlimactic. Also, why was Gin ready to die? It made the child touching him such a shallow coincidence that left an entire plot point uncovered. The animation and music was subpar. It felt super lame and uneventful. There's a difference between a slow-drag where not much happens like Words Bubble Up, and then there's flashbacks and boringness like here. Lacked relatability and emotion",,,
86,Great Pretender,6,8.33,-2.33,"158,562",7.31%,-2.40,Overrated,On-Hold,Wit Studio,Summer,2020,Original,Hiro Kaburagi,23,10/10/2020,No,Overrated ,*in Themes 1,,,,,,season 2 - 2020,,,,
40,Flying Witch,6,7.52,-1.52,"86,178",3.97%,-1.56,Normal,Completed,J.C. Staff,Spring,2016,Manga,Katsushi Sakurabi,12,28/08/2020,No,"Relaxing, but boring",,,,,,,,,,,
213,Dorohedoro,6,8.07,-2.07,"212,699",9.80%,-2.17,Normal,Completed,MAPPA,Winter,2020,Manga,Yuuichirou Hayashi,12,27/03/2022,No,Mysteries and blood… and that's it,None,"Each char has their bit. They also seem to have some type of plot relevance, which is nice, but none of them have arcs worth being invested in. I just don't care","Mystery hooks you, but the hit or miss comedy,  inconsistent tone, and loads of conveniences  make it hard to want to watch it play out",Soft magic system is done poorly. Chars can just do things w/o any precedent. No sense of social tension,"Got used to the CGI after a while, but it was definitely yucky in some parts",A few great Eds,,"Chars are all pretty one-note. Show is so rushed that I never actually care for them, yet they also try and infuse humor, which pairs horribly with the grim tone. Despite genocide going on in Hole, the social diffs are not elaborated on. Scene transitions gave me tonal whiplash. Things happened way too fast. Nothing is foreshadowed well and contrivances are everywhere. No sense of tension either bc of the magic system's ability to heal and resurect people. The show is just one, overhyped mystery w/o substance",,,
132,Bloom Into You,6,7.92,-1.92,"86,385",3.98%,-1.96,Normal,Completed,TROYCA,Fall,2018,Manga,Makoto Katou,13,22/12/2020,No,Taking advantage isn't cute,*in Themes 1,"Yuu seemed like a convincing character and Touko was good near the end, but everyone else was bland and uninteresting. No character development too","The relationship played second fiddle to Touko, whose struggle, while interesting, was full of holes and felt forced.",Not much to talk about here,The white filter is an eye sore and designs are unappealing,Nothing to go on about,,"This show had promise, but the setup was SO bad it ruined the mood",,,
19,Asterick War,6,6.94,-0.94,"290,418",13.39%,-1.08,Normal,Completed,A-1 Pictures,Fall,2015,Light Novel,Manabu Ono,24,22/03/2020,No,Unnecessary harem,,,,,,,,,,,
53,Angel Beats,6,8.12,-2.12,"1,037,099",47.80%,-2.60,Overrated,Completed,P.A. Works,Spring,2010,Original,Seiji Kishi,13,19/07/2020,Welled Up,Not fleshed out enough,,,,,,,,,,,
92,Nisekoi,5.5,7.62,-2.12,"507,481",23.39%,-2.35,Overrated,On-Hold,Shaft,Winter,2014,Manga,Akiyuki Shinbou,22,12/02/2021,No,Incapable characterization & contrivance,"None, the show doesn't seem to say much about the merit of promises, which is a shame","No character is given enough to not only be likeable but also show change. The best attempt is Onodera, but she goes from semi-confident to incapable again ",The idea of the locket feels contrived as it is pushed aside to introduce new characters that offer nothing of substance. Weak overall,It's a rom-com. There isn't much of note here,"I like the direction style, but it doesn't fit this show",There was one okayish ed,I had 10 eps left,"no foreshadowing, no char development except from shy girl, but then it gets overriden, some char feel unnecessary, direction style while unique doesn't add to the story, unportrayed stakes",,,
157,Hamatora,5.5,7.32,-1.82,"113,375",5.23%,-1.87,Normal,Completed,NAZ,Winter,2014,Original,Seiji Kishi,24,25/09/2021,No,Pieces are there for greatness,*in Themes 4,"None of them were THAT great. By the end, they all had hints of good aspects, but they were mostly pretty shallow and a lot of chars provided nothing","Surprised by the complexity by the end, but it became an exposition dump that needed more foreshadowing to make any reveal wowing",Nothing popped out as meaningful. Café Nowhere was kinda spare and Facultas seemed really generic,S1 was some of the worst. Thank god for s2's upgrades,Both ops were rocky goodness,,"So many things happened off-screen that it becomes painful. Decisions are devoid of any logic in both seasons, and Art flips his characterization w/o thought. Hajime was a complete waste of a char. Everyone else was shallow, including Nice. Villains were one-note. The story had SO much upside. It was original and interesting, but the skill wasn't there. Foreshadowing and exposition weren't done right, leading to a lot of unsatisfying moments. I appreciate this show tho. At least Lerche made s2 kinda fun",,,
168,Brynhildr in the Darkness,5.5,6.89,-1.39,"149,596",6.90%,-1.46,Normal,Completed,Arms,Spring,2014,Manga,Kenichi Imaizumi,13,07/11/2021,No,"Blood, tits, and poor pacing",*in Themes 6,"In the beginning, there was enough char there to say they weren't cardboard cutouts. Then, the quality dropped off fast with each subsequent char intro or explanation",There are so many plotholes and nonsensical moments towards the end that it overlooks the genuine attempts at foreshadowing and setup,The observatory had no personality. It seemed plain and unused,Kind icky looking. Nothing that made me happy,Op is electric thrillride. (not in a completely flattering way),,"At first I was on board with the explanations that came up in casual conversation and the chars w/ personalities displayed through their actions, but then the cracks formed and it created this mess. Some chars were wastes of space that appeared out of nowhere. Most backstories got nothing, yet there were signs we were supposed to care. Emotional moments failed. Pacing in the last 3 eps was the worst I've ever seen. It became evident that the writers didn't know what they were doing w/ the ending eps",,,
90,Appare-Ranman,5.5,7.31,-1.81,"33,082",1.52%,-1.83,Normal,Completed,P.A. Works,Spring,2020,Original,Masakazu Hashimoto,13,06/02/2021,No,"Average action, no racing to be had",*in Themes 2,"Outside of the main duo, none of the characters inspired. They were either bare bones or insufferable. I understood what they were going for. Didn't work","Cool idea, but they went from a cool racing concept to an adventure western. It gave me mixed messages, so I felt disappointed",Didn't get a good glimpse of industrial America. It didn't feel right. Not enough emphasis on history,"Custome designs were too much. Otherwise, not notable",Op is decent,,"This show suffers from the same problems as Nagi-Asu where the characters are defined by their conflicts. This makes them insufferable and one-note. The villain has no good reason to do what he does. Kosame and Appare are the only people who make the show worthwhile. If they were bad characters, this show would be unbearable. The plot was okay at best, and it didn't feel like every base was covered. All-in-all, it felt like a jumbled mess that dipped its toes into too many different areas",,,
44,A Destructive God Sits Next to Me,5.5,6.65,-1.15,"12,843",0.59%,-1.16,Normal,Completed,EMT Squared,Winter,2020,Manga,Atsushi Nigorikawa,12,01/01/2020,No,Tiresome repitition,,,,,,,,,,,
5,Sword Art Online,5,7.04,-2.04,"1,653,307",76.21%,-2.80,Overrated,On-Hold,A-1 Pictures,Summer,2012,Light Novel,Tomohiko Itou,50,01/01/2015,No,Good until it wasn't,,,,,,,season 3 - dropped,,,,
3,Strike the Blood,5,7.11,-2.11,"252,983",11.66%,-2.23,Normal,On-Hold,SILVER LINK,Fall,2013,Light Novel,Hideyo Yamamoto,24,01/01/2015,No,Horniness to a tee,,,,,,,a crap ton of OVAs,,,,
178,Serial Experiments Lain,5,8.06,-3.06,"218,593",10.08%,-3.16,Overrated,Completed,Triangle Staff,Summer,1998,Original,Ryuutarou Nakamura,13,16/12/2021,No,A bit TOO avant-garde,*in Themes 6,"Pretty damn eh. Alice and Lain were pretty alright, but every other char sucked for the most part. Like whatever happened to the sister?!?","While not hard to follow by the end, it crawled along at the slowest pace ever. I wish there was more meat to it as well. Seemed anticlimactic","Not good. When the Wired and reality became joined, there wasn't a sense that it occurred. Just confusing","It was before Y2k, so I'll give it a pass",Op was a song from the Bugni Jams playlist,,"This show was down-right boring. The unconventional storytelling wasn't done too well, and a lot of the ""themes"" are really quite shallow because of the wide net it casted, particularly in relation to religion and communication. There were plot points that were never explained and there was a lack of cohesion among plot points that did get explanations. Overall, it had imagination and, at the very least, it was definitely competent in doing what it wanted. I just find it to be misguided in its focus and approach",,,
222,Lovely Complex,5,8.04,-3.04,"262,346",12.09%,-3.16,Overrated,Completed,Toei Animation,Spring,2007,Manga,Kounosuke Uda,24,16/04/2022,No,Somehow I didn't drop this one,*in Themes 8,Main girl was overly emotional and contradictory. Main guy was infuriatingly dumb and an asshole. Side chars gave nothing. Relationships were weak & built on nothing ,Decided to rush through all of the build-up in order to slow down into an absolute slugfest in the middle and then rush the ending. Infuriating,Nothing interesting here,Really gross and uneven all over the pace. Was not a fan,Eds are okay,,"Every side char and their relationship was unfleshed out. Spent most of its time in the middle with the unrelenting back and forth w/ a poor setup and a payoff that was out of nowhere. It was an unfilling slog when the beg (and end) were so quick. Not very funny too. It didn't help that the MCs were insufferable in their own way, making the relationship a cancerous shit storm, so I didn't care much for the romance nor sympathize. (Slight) props for keeping me from dropping early, did have cute moments",,,
17,High School of the Dead,5,7.12,-2.12,"743,316",34.26%,-2.46,Overrated,Completed,Madhouse,Summer,2010,Manga,Tetsurou Araki,12,01/01/2015,No,Tits,,,,,,,,,,,
37,Darwin’s Game,5,7.27,-2.27,"171,508",7.91%,-2.35,Normal,Completed,Nexus,Winter,2020,Manga,Yoshinobu Tokumoto,11,01/01/2020,No,Lifeless,,,,,,,,,,,
134,Blend-S,5,7.34,-2.34,"272,024",12.54%,-2.47,Overrated,Completed,A-1 Pictures,Fall,2017,4-koma Manga,Ryouji Masuyama,12,06/06/2021,No,Pedophilia and unfunny moments,None,The few good chars were ruined by the hinting of a pedo relationship between them. MC and manager were awful to listen to. Really spare overall,So boring. Nothing memorable occurred and the plot points were all either stupid and filled with pedo inneuendos or lacking any comedy,Even the café felt kinda stale. Nothing to talk about,"Moments of nice stuff, but overall, kinda lame. Why were strangers grayed?",Op is a classic meme,,"Leaving the predatory relationships, this show was just not interesting or funny. The manager was odd & cringey. The MC was a wet board. The writer girl and idol didn't add much bc they were hardly on screen. Mafuyu, Kaho, and Akizuki were the only bright spots, but they didn't get enough solo time for them to shine and actually make the show funny. This show is only watchable for the op cuz nothing else about this show is endearing. It's just plain and boring. It's really a kids show with sex references",,,
197,Blast of Tempest,5,7.95,-2.95,"231,101",10.65%,-3.06,Overrated,Completed,Bones,Fall,2012,Manga,Masahiro Andou,24,01/01/2022,No,Yggdrasil against the Hamlet knockoff,"Everything happens for a reason. Someday, everything will have a very beautiful outcome","By the end, none of them were good except for the Princess. Everyone else either had no personality or had bafflingly stupid char ""arcs"" and horrible personalities","1st half showed promise, but then the 2nd half dropped the ball off a cliff. Motivations made no sense and directions was beyond unclear","Poorly done. The magic system was wishy washy. Also, the effect of the Trees on society wasn't explained well ",Not too great. The fights weren't too great either.,Op 1 and the Eds were pretty good,,"The 1st half was good outside of the drawn-out eps. After that, flaws appeared. Majority of the cast had no personality, arcs, or reason to come together. Things happened way too conviently. Decisions and theories were so dumb that I just couldn't. Why did they think Yoshino was bad? Everything made sense in the end, but it was too late to salvage my frustration as I watched idiots stumble their way into the right answer when I know they're talking out of their ass. Author dragged us to his desired ending",,,
18,Assassin's Pride,5,5.92,-0.92,"109,499",5.05%,-0.97,Normal,Completed,EMT Squared,Fall,2019,Light Novel,Kazuya Aiura,12,18/03/2020,No,Creepy fantasy,,,,,,,,,,,
200,No. 6,4.5,7.57,-3.07,"180,133",8.30%,-3.15,Overrated,Completed,Bones,Summer,2011,Novel,Kenji Nagasaki,11,06/01/2022,No,The worst that dystopias have to offer,None,"No one is good. Every char is either laughably one-note or incosistent. At the very least, there is an effort that had potential, but it was HORRIBLY executed","By the end, nothing was explained, let alone in a satisfying manner. So many things didn't make sense in terms of decisions as well","For a dystopia, this sucked. The People of the Forest and God thing were such late. Baffled by how shallow it was",Nothing special,Op is a LAMA banger,,"Fundamentally doesn't understand promises and payoffs. Char development is contradictary and childishly one-note. Doesn't help that both MCs are insufferable in their relationship. The reporter guy provided nothing, but got screentime. Mom did nothing but whine. Safu was promising, then out of nowhere she's a god. The experiment got zero explanation along a multitude of other phenomenon. Tried to do too much with a deficient and incompetent story and chars that ""developed"" but actually didn't change",,,
83,Nagi-Asu: A Lull in the Sea,4.5,8.05,-3.55,"201,226",9.28%,-3.64,Overrated,Completed,P.A. Works,Fall,2013,Original,Toshiya Shinohara,26,19/01/2021,No,Internal conflicts without characterization,*in Themes 1,"The setup to these characters is beyond awful. MC is controlling, selfish, and impulsive, but it's framed as hardworking. Entourage provides nothing too",The magical elements aren't ever explained until an info dump at the end. The lack of a connection between the sea and emotions made it flop,Underwhelming. Surface and sea are identical. There's no sense of a difference in lifestyle beyond ep 1,OMG this is some of the most beautiful aninmation ever,Op 1 and Ep for ep 9 were good. Decent overall,,"The execution was bad. By the end, I saw what the show was trying to do. Tsugumu and Kaname provided next to nothing to the show. Their personalities were bare bones. Every character felt empty because they were characterized as their internal conflict. For example, Chi was the girl who didn't want things to change. Why? Don't know cause it didn't seem that great. I'm gonna have to write a script just to express my displeasure with this one",,,
42,Gangsta.,4.5,7.40,-2.90,"219,768",10.13%,-3.00,Overrated,Completed,Manglobe,Summer,2015,Manga,Shukou Murase,12,04/08/2020,No,Ending please,,,,,,,,,,,
57,Blackfox,4.5,6.75,-2.25,"26,063",1.20%,-2.26,Normal,Completed,Studio 3Hz,Fall,2019,Original,Kazuya Nomura,1,31/07/2020,No,Predictable and hollow,,,,,,,,,,,
52,Tsugumono,4,7.06,-3.06,"56,849",2.62%,-3.09,Overrated,DNF,Zero-G,Spring,2017,Manga,Ryouichi Kuraya,6,17/07/2020,No,Cliché ,,,,,,,I had 6 eps left and s2,,,,
164,Oreshura,4,6.99,-2.99,"242,245",11.17%,-3.10,Overrated,Completed,A-1 Pictures,Winter,2013,Light Novel,Kanta Kamei,13,30/10/2021,No,Frustratingly counter-intuitive love,None,"Other than Hime, they were annoying, didn't play well off of each other, and had horribly built relationships. Main guy was never consistent either. Study or nah?","There were some moments where I laughed, but everything else was stupid. Things just kinda happen, and the flow is bad",Nothing of note here. Their clubroom was pretty lifeless,Unremarkable,Some odd OST choices (not in a good way),,"I saw the ending from a mile away. He chose the girl who thinks she's ""alone"" when she's actually the most popular person in school. She's an asshole and doesn't deserve anything good. Idc about the club itself bc the club was only used as a tool for Suzu's entertainment. She also started liking him out of nowhere. Chiwa and Hime were pretty cool, but it was obvious they were side-show pieces. The MC fails to entertain me, and it didn't seem to have a thematic point. It made unrelated themes appear relevant",,,
141,Mayo Chiki!,4,7.29,-3.29,"222,637",10.26%,-3.39,Overrated,DNF,feel.,Summer,2011,Light Novel,Keiichirou Kawaguchi,4,25/12/2020,No,Fan service that doesn't interest me,,,,,,,I had 9 eps left,,,,
9,Magical Warefare,4,6.01,-2.01,"96,597",4.45%,-2.05,Normal,Completed,Madhouse,Winter,2014,Light Novel,Yuuzou Satou,12,01/01/2015,No,Unmemorable,,,,,,,,,,,
184,Kemono Jihen,4,7.43,-3.43,"113,110",5.21%,-3.48,Overrated,Completed,Ajia-Do,Winter,2021,Manga,Masaya Fujimori,12,19/12/2021,No,Detectives and spirits… but w/ children,None,None of them are good. Either they provide nothing of substance other than providing one char trait or they just help contrive plot points by doing things off screen,"Supremely boring. They weren't detectives; they were glorified hitmen. It lacked consistency, proper foreshadowing, or any nuance","The hide out had so much potential, but it was flat and got little attention","Kinda stinky, especially by 2021 standards. Fights were unimpressive at best",Nothing to go on about,,"Aside from the exposition dump char drama and backstory moments that are supposed to force emotional reactions, the show had cool character designs. However, the show was just boring and not particularly funny. No one had captivating arcs, and when random chars are shoved in our face to make it more emotional, it becomes laughable. There is no time to marinate w/ chars. Also, the magic system is boring, unsatisfying, and leaves room for some of the dumbest deus ex machina shit. *sigh",,,
173,Alderamin on the Sky,4,7.69,-3.69,"137,307",6.33%,-3.75,Overrated,DNF,Madhouse,Summer,2016,Light Novel,Tetsuo Ichimura,4,14/12/2021,No,Strategy for dummies (also it's boring),None,No one is interesting. MC and princess are absurdly unlikeable while everyone provides nothing of note. At least there were hints of good stuff under MC and Yatori,The strategies I saw in this show were bafflingly stupid. Nothing worked well. I was amazed it's cliffhanger had me watching 4 eps,"Unexciting bc of how much exposition is shoved in my face. Too much stuff that, in the end, provides nothing",Lackluster at best. Truly unexpected from Madhouse,Nothing great,I had 9 eps left,"The chars ruined this story. There's no sense of cohesion among the diff relationships. The MC's ideas are awful, and everything is told as if I should understand the context behind it. If only a single char was likeable. It also doesn't help that the strategy and magic system in this world seems half-baked. However, it seemed competent in terms of the overall direction of the story and the chars despite feeling uninspired and not making sense a lot of the time, especially in terms of decision making",,,
122,Tada Never Falls in Love,3.5,7.55,-4.05,"86,473",3.99%,-4.09,Overrated,Completed,Doga Kobo,Spring,2018,Original,Mitsue Yamazaki,13,15/12/2020,No,Lack of main characters' importance,None,"Not only were some side characters complete wastes of screentime, but also the main characters had no personality, chemistry, and nothing to latch on to","No stakes, no substance. It felt like two selfish high school students thinking their above everyone because they have a crush on each other",The fake country was completely unnecessary,"Nothing special. Pretty boring, and pallettes did little to inspire","Op was pretty good, but that's it",,,,,
161,Kamisama Dolls,3.5,7.03,-3.53,"27,701",1.28%,-3.54,Overrated,Completed,Brain's Base,Summer,2011,Manga,Seiji Kishi,13,28/06/2021,No,Amateur storytelling,None,"Awful. No fun, no depth beyond what we're told, and no interesting to watch. There appears to be an attempt at depth, so props can be given",I'm still trying to piece together whether there is an overarching story at all. It's mostly flashbacks and some fights,The village is never explored. One of the biggest wastes,Not good,Op and Ed were aight,,"This show could have had promise if it wasn't written by an incompetent child. There is no consistency in chars, setting, or story. Chars are flat cardboard cutouts without any redeeming or intriguing qualities. The story is a mess bc it doesn't know what it wants to do. I couldn't tell what was really going on. I knew it was bad when it had a flashback in the flashback and when their excuse for not explaining something was that the plot was more important",,,
166,Aho-Girl,3.5,6.82,-3.32,"219,533",10.12%,-3.42,Overrated,Completed,Diomedea,Summer,2017,4-koma Manga,Keizou Kusakawa,12,13/11/2021,No,"Short episodes, but not short enough",None,"Not a single, likeable char here. They're all stale and lifeless and lack any depth beyond the bit they overuse in each scene","Other than a couple, every bit is tedious to get through. While some are original, they're ultimately ruined by Yoshiko. Loud != fun",Nothing interesting here,Bad. MC guy has asymetrically thick arms,There was music?,,"The comedy sucks and it's rooted in chars who have one personality trait that is played over and over. While some of the bits are enjoyable to watch, Yoshiko's constant screaming ruins them. Ironically enough, the best scene is the one where the dog goes on a mini adventure with no other chars. It was sweet and fun, unlike everything else. If it weren't for bits like this, I don't think I could watch more. At the very least, the eps were only 12 min each, but some chars killed my enjoyment completely",,,
123,A Sister’s All You Need,3,7.35,-4.35,"112,138",5.17%,-4.40,Overrated,Completed,SILVER LINK,Fall,2017,Light Novel,Shin Oonuma,12,03/06/2021,No,Nothing of substance,None,No char had a personality beyond their one quirk. Relationships were unclear. Chars were annoying and flat. They were amazingly 2 dimensional,"Hints of thematic depth, but it was never serious or entertaining enough to merit respect. Fun when bits don't overstay their welcome",Boring and unlively. Apartment was boring. Nothing else of note,Extraordinarily bland. Passible at best,None of note,,"Shallow chars spout out their problems w/o acting like real, nuanced people. Comedy didn't hit the vast majority of the time. There were hints of deeper themes, but they were simply stated and the audience is expected to believe it's deep char writing. Nothing was seemingly resolved cause nothing seemed to happen. There was no effect after the cause. If the show was supposed to be about their struggles, I didn't get that impression. Overall, a fantastic presentation of an incoherent, nothing burger. ",,,
147,The World is Still Beautiful,2.5,7.65,-5.15,"113,355",5.22%,-5.20,Overrated,DNF,Studio Pierrot,Spring,2014,Manga,Hajime Kamegaki,5,20/06/2021,No,Subtlty? What's that?,None,"A big, fat nothing burger. MC is generic and shallow. King is just whiny and insufferable despite how ""sad"" his past is. Villains are humorously bad",There's no hint at comedy. The romance is so rushed it gave me whiplash. 5 eps in and nothing of note occurs. At least the premise has potential,Painfully generic fantasy world. There's no sense that it's diff than any other world. Rain has no impact,"Underwhelming at best. It's not any good, but it isn't terrible",Nothing burger,I had 7 eps left,"The relationship sucks. The king is so unlikeable, so when MC starts liking him, it feels like it's out of pity and comes out of nowhere. Although the themes had potential, the lack of thematic complexity or any hint of storytelling subtlety made it an unbearably childish 5 eps. It's also just boring. Time is spent doing nothing but explaining why we should like the chars instead of showing why. I recognized how it could be enjoyed and seen as a success, but it fails every test for proper execution in my book",,,
343,Platinum End,2.5,6.39,-3.89,"56,458",2.60%,-3.92,Overrated,DNF,Signal.MD,Fall,2021,Manga,Hideya Takahashi,9,14/12/2021,No,Edgy Deathnote wannabe,*in Themes 5,"From what I saw, super one-dimensional. There was some promise there, but they were also insufferable and whiney the entire time","Just a mess all around. It tried to get cute with its system, but it ended up being explained poorly and was just boring all around","I'm reviewing this a bit after the fact, and I don't remember enough about it to care",Kinda gross. Not that good,I think the ed was good. Don't remember,I had 15 eps left,"Way to edgy for its own good. It ended up being a lot of shock value and not a lot of substance. Everything was needlessly dark, yet it handled it with the nuance of a freight train by shoving it into the throats of the most boring and babish chars who did nothing but complain. I'm glad I don't remember much, but the fact that this came form the same creator as Deathnote is shocking to say the least. This show is for 14 year old edge lords",,,
99,I’m Standing on a Million Lives,2.5,6.42,-3.92,"71,058",3.28%,-3.95,Overrated,DNF,Maho Film,Fall,2020,Manga,Kumiko Habara,3,20/02/2021,No,Power fantasy and weak storytelling,None,"All of the characters wore their flaws on their sleeves, but they weren't subtely addressed. It was direct and forced down my throat. Not enjoyable","Sounds like it could be interesting, but I'm not a fan of the video game style, and the characters interacted with it poorly","Standard, medieval isekai ",Really spare,Ed bopped,I had 9 eps left and s2,"The vibe screamed amteur writing style. I couldn't get invested in these characters that were pitifully boring, humorless, and not fun. Sure, they grinded for their wins, but there is no nuance to the character work. There's nothing unique. The constant flashbacks did little to inspire. I know it's not good when they do flashbacks in the second episode of a scene we've already seen in the first episode. Overall, not my type of show. The characters had a good base, but execution wasn't there",,,
51,Gate,2.5,7.72,-5.22,"352,060",16.23%,-5.38,Overrated,DNF,A-1 Pictures,Summer,2015,Light Novel,Takahiko Kyougoku,13,02/08/2020,No,"Boring, unnecessary",,,,,,,I had 11 eps left,,,,
91,Twin Star Exorcists,2,7.31,-5.31,"147,527",6.80%,-5.38,Overrated,DNF,Studio Pierrot,Spring,2016,Manga,Tomohisa Taguchi,3,18/05/2021,No,Generic shoenen but 2x,None,Three episodes in and I hate them all. The only redeeming char was the childhood friend girl simply because she didn't get on my nerves,Bland. Nothing hooked me. It's unclear what they're doing and why. Nothing is explained quick enough to keep me engaged,"Idk. The parallel world is something that  would have been explained, but the laws aren't told fast enough","Not good, especially in fight scenes. I liked char designs tho",Op was good,I had 47 left,"I wasn't about to suffer through 50 eps. It got stale and formulaic real quick. None of the chars stood out as interesting. They were all very surface level. The plot seemed predictable and uninteresting, especially given the tiny amount of infomation we were actually given. Comedy was awful. Serious moments were comedically bad. Its first 3 eps were a complete disaster in trying to hook me with anything of substance. Maybe if I had an empty watchlist, I'd bang my head against this show again",,,
209,Nanbaka,2,7.33,-5.33,"118,369",5.46%,-5.38,Overrated,DNF,Satelight,Fall,2016,Web Manga,Shinji Takamatsu,3,24/02/2022,No,Flair yet formless ,None,"Every char has their one personality trait, but they only lean on them in the most unoriginal and boring ways. No one is really interesting in their delivery. All tiresome","The comedy is horrendous. The show doesn't seem to want to take itself seriously, yet it'll have odd moments where I'm supposed to care",Kinda shitty. There's not much care put into setting the stage for the prison. It's just big without having a purpose,"The char designs are unique, but ultimately felt flashy but still",Op is pretty good,I had 10 eps left and s2 and a special,"The chars are what made this show awful to sit through. They have their bits and then have darker sides that are hinted at in the most blunt ways possible, but it's always done in the middle of a joke that is 10/10 bad. The gag comedy just doesn't work well. There's rarely a good subversion, which makes it impossibly boring. It's such an unbelievable nothing burger that there's really nothing to talk about. Everyone has their one bit, and even those are boring to watch play out for most chars",,,
22,Demon Lord Daimao,2,6.85,-4.85,"245,313",11.31%,-4.96,Overrated,DNF,Artland,Spring,2010,Light Novel,Takashi Watanabe,10,23/03/2020,No,Genuine garbage,,,,,,,I had 2 eps left,,,,
34,High School Prodigies Have It Easier,1.5,6.34,-4.84,"82,556",3.81%,-4.88,Overrated,DNF,Project No. 9,Fall,2019,Light Novel,Shinsuke Yanagi,7,01/01/2020,No,Power creep waste of time,,,,,,,I had 5 eps left,,,,
